participant_id,name,dob,is_student,target,Q1,Q2,Q3,Q4
1907f7c0-b303-4bd6-9c88-9ffa293368c0,Sophia Giles,1961-08-30,False,946.77,8,0,4,7
7a5cc7f1-d22d-4686-94ad-91eca2bab16e,Richard Brown,1984-12-01,False,958.05,4,9,8,6
4962b084-e6be-45d1-8dbf-2fa904faee7b,Adam Odonnell,1994-05-02,False,874.94,1,2,4,NA
0cca4d79-c50b-4682-ac0e-e236eb3652d9,Mary Higgins,1983-09-04,False,951.5,0,5,0,5
802d0313-9654-4d90-a5c5-b7bd1dcbd385,Linda May,1985-09-08,False,918.74,0,7,2,6
f5f149db-fcda-47c7-b0d4-edbfb072c7c2,Matthew Walker,1983-11-22,False,680.97,5,8,2,5
58dcca0f-d500-4813-aa0a-759b4b85435e,Dana Weber,1994-03-02,False,930.63,4,9,1,9
07b634e2-1999-4128-a3dc-a56ce18e73b8,Darrell Johnson,1984-09-13,False,982.0,5,7,7,5
af2fb5fe-b506-4098-bf79-c84e5a2e595e,Barbara Ford,1975-01-23,False,937.97,8,4,4,4
d30aad4b-4503-4e22-8bc4-621b94398520,Maria Castillo,1981-02-03,False,776.92,3,8,0,1
6016d60e-b39f-458d-9d1d-fe49869adcef,Edward Hood,1984-01-10,False,975.77,3,NA,2,4
77ff71ba-07d3-470a-a402-ffccf29d469b,Jeffrey Smith,1996-09-29,False,996.08,6,2,7,9
84754a9e-bd1d-4bec-b25b-69b12a2fbff3,Hayley Hoffman,1958-06-23,False,825.04,3,0,5,2
